DOID:0001816	angiosarcoma
DOID:6707	malignant triton tumor
DOID:6708	recurrent ovarian epithelial cancer
DOID:6710	metastatic anal cancer
DOID:6712	anterior spinal artery syndrome
DOID:6713	cerebrovascular disease
DOID:6714	circumscribed storiform collagenoma
DOID:6715	collagen nevus of skin
DOID:6716	eruptive collagenoma
DOID:672	spleen cancer
DOID:6721	Littre gland carcinoma
DOID:6723	malignant type AB thymoma
DOID:6725	spinal stenosis
DOID:6726	fibrillary astrocytoma
DOID:6727	colon small cell carcinoma
DOID:6728	recurrent pediatric optic nerve astrocytoma
DOID:6729	recurrent pediatric optic nerve glioma
DOID:6730	recurrent childhood optic tract astrocytoma
DOID:6731	recurrent glioma of childhood visual pathway
DOID:6733	intrahepatic bile duct cystadenoma
DOID:6735	schwannoma of jugular foramen
DOID:674	cleft palate
DOID:6740	cervix small cell carcinoma
DOID:6741	bilateral breast cancer
DOID:6742	synchronous bilateral breast carcinoma
DOID:6750	malignant fibrous histiocytoma recurrent
DOID:6752	internal auditory canal lipoma
DOID:6755	amyloid tumor
DOID:6758	chest wall lymphoma
DOID:6759	bone lymphoma
DOID:676	juvenile rheumatoid arthritis
DOID:6760	lung lymphoma
DOID:6761	skin lymphoma
DOID:6762	sternum lymphoma
DOID:6764	peripheral neuroblastoma
DOID:6774	polyembryoma of the ovary
DOID:6776	breast myoepithelial carcinoma
DOID:6777	villoglandular endometrial endometrioid adenocarcinoma
DOID:6778	renal pelvis and ureter localized transitional cell cancer
DOID:678	progressive supranuclear palsy
DOID:6784	pediatric desmoplastic small round cell tumor
DOID:6785	desmoplastic small round cell tumor
DOID:6786	childhood botryoid rhabdomyosarcoma
DOID:6787	childhood vagina botryoid rhabdomyosarcoma
DOID:6788	vagina botryoid rhabdomyosarcoma
DOID:6789	vulvar childhood botryoid-type embryonal rhabdomyosarcoma
DOID:679	basal ganglia disease
DOID:6792	mixed endodermal sinus neoplasm and teratoma with seminoma of the testis
DOID:68	lymphomyeloid tissue disease
DOID:680	tauopathy
DOID:6801	recurrent hematologic cancer
DOID:6802	relapsed precursor T lymphoblastic lymphoma/leukemia
DOID:6803	recurrent adult acute lymphocytic leukemia
DOID:6804	colon Kaposi sarcoma
DOID:6807	hamartoma Moniliformis
DOID:6808	Basaloid follicular hamartoma
DOID:6809	vaginal tubular adenoma
DOID:681	progressive bulbar palsy
DOID:6811	juvenile pilocytic astrocytoma
DOID:6812	childhood pilocytic astrocytoma
DOID:682	compartment syndrome
DOID:6820	anaplastic childhood astrocytoma of brain
DOID:6823	pancreatoblastoma
DOID:6826	recurrent cancer of pancreas
DOID:6827	pancreatic solid pseudopapillary carcinoma
DOID:6828	non-resectable pancreatic carcinoma
DOID:683	motor neuritis
DOID:6830	resectable pancreas carcinoma
DOID:6835	recurrent anal cancer
DOID:6837	rete ovarii adenoma
DOID:6838	rete ovarii cystadenofibroma
DOID:6839	breast intraductal proliferative lesion
DOID:684	hepatocellular carcinoma
DOID:6840	glandular cell intraepithelial neoplasm
DOID:6841	flat ductal epithelial atypia
DOID:6844	kidney pelvis sarcomatoid transitional cell carcinoma
DOID:6845	infiltrating ureter transitional cell carcinoma
DOID:6846	familial melanoma
DOID:6847	adult botryoid rhabdomyosarcoma
DOID:6848	adult vagina botryoid rhabdomyosarcoma
DOID:6849	testicular intratubular germ cell neoplasia of the unclassified type
DOID:6850	hamartoma of Eccrine Sweat gland
DOID:6851	Linear Eccrine nevus with Comedones
DOID:6852	eccrine angiomatous hamartoma
DOID:6854	ethmoid sinus ectopic meningioma
DOID:6856	pineal region teratoma
DOID:6857	pineal region mature teratoma
DOID:6858	pineal region immature teratoma
DOID:686	liver carcinoma
DOID:6860	Endobronchial hamartoma
DOID:6861	recurrent cancer of gallbladder
DOID:6865	oxyphilic endometrial endometrioid adenocarcinoma
DOID:6867	mediastinal gray zone lymphoma
DOID:6868	mediastinal malignant lymphoma
DOID:6869	parasagittal meningioma
DOID:687	hepatoblastoma
DOID:6870	cockade nevus
DOID:6871	spinal cord neuroblastoma
DOID:6872	spinal cord primitive neuroectodermal neoplasm
DOID:6873	skin tag
DOID:6874	type 1a ALPS
DOID:6876	mixed childhood rhabdomyosarcoma
DOID:6879	hamartoma of Apocrine Sweat gland
DOID:688	embryonal cancer
DOID:6880	small bowel fibrosarcoma
DOID:6886	ureter small cell carcinoma
DOID:6887	recurrent ureteric cancer
DOID:6888	ureter transitional cell carcinoma
DOID:6893	AIDS-related cervical cancer
DOID:6894	AIDS-related cervical Kaposi's sarcoma
DOID:6895	AIDS-related Kaposi's sarcoma
DOID:6897	Malposition and malpresentation of fetus
DOID:6898	ovary mixed epithelial carcinoma
DOID:6899	malignant ovarian mixed epithelial neoplasm
DOID:69	hemopoetic tissue disease
DOID:690	childhood cancer of liver
DOID:6901	familiar ovarian carcinoma
DOID:6903	eye lymphoma
DOID:6905	AIDS-related herpes zoster
DOID:6906	glomangiomatosis
DOID:6917	predominantly cortical thymoma
DOID:6919	extramucosal (perianal) adenocarcinoma
DOID:6923	fibrolipomatous hamartoma of peripheral nerve
DOID:6925	peroneal nerve paralysis
DOID:6929	retinal edema
DOID:693	dental enamel hypoplasia
DOID:6931	papillary extrahepatic bile duct adenocarcinoma
DOID:6932	urinary bladder inverted papilloma
DOID:6933	bladder transitional cell papilloma
DOID:6934	urethra inverted papilloma
DOID:6935	ureter inverted papilloma
DOID:6936	ureter urothelial papilloma
DOID:6938	pediatric intraocular retinoblastoma
DOID:6939	childhood brain meningioma
DOID:6943	vulvar inverted follicular keratosis
DOID:6944	vulvar seborrheic keratosis
DOID:6945	inverted follicular keratosis
DOID:6947	sphenoidal sinus neoplasm
DOID:6948	malignant gastric teratoma
DOID:6949	malignant gastric germ cell tumor
DOID:6950	combat disorder
DOID:6951	telangiectatic osteogenic sarcoma
DOID:6954	Epstein-Barr virus related lymphoma
DOID:6955	intracranial melanoma
DOID:6956	malignant intracranial neoplasm By Morphology
DOID:6958	aleukemic monocytic leukemia cutis
DOID:6959	rectal cloacogenic carcinoma
DOID:6961	Bartholin's gland squamous cell carcinoma
DOID:6962	recurrent cancer of skin
DOID:6969	acute canaliculitis
DOID:6970	acute inflammation of lacrimal passage
DOID:6975	bladder urothelial papillary carcinoma
DOID:6976	micropapillary variant infiltrating bladder urothelial carcinoma
DOID:6977	pancreatic cholera
DOID:698	dentin sensitivity
DOID:6980	recurrent rectosigmoid cancer
DOID:6981	recurrent colorectal cancer
DOID:6988	peripheral epithelioid sarcoma
DOID:6989	non-neoplastic non-molar trophoblastic disorder
DOID:699	mitochondrial myopathy
DOID:6990	placental site nodule or plaque
DOID:6991	exaggerated placental site
DOID:6992	intraocular mixed cell type melanoma
DOID:6993	iris mixed cell melanoma
DOID:6994	malignant iris melanoma
DOID:6995	metastasis to the kidney
DOID:6996	intermediate cell type choroid melanoma
DOID:6997	intermediate cell type ciliary body melanoma
DOID:6998	gallbladder mucinous carcinoma
DOID:6999	lung recurrent squamous cell carcinoma
DOID:7	disease of anatomical entity
DOID:70	lymphoid tissue disease
DOID:700	mitochondrial metabolism disease
DOID:7001	recurrent large cell carcinoma of lung
DOID:7002	recurrent adenocarcinoma of lung
DOID:7003	malignant vaginal mixed tumor resembling synovial sarcoma
DOID:7004	ACTH-secreting pituitary adenoma
DOID:7005	gemistocytic astrocytoma
DOID:7006	childhood cerebral diffuse astrocytoma
DOID:7007	childhood cerebral astrocytoma
DOID:7008	protoplasmic astrocytoma
DOID:7009	adult diffuse astrocytoma
DOID:701	dentin dysplasia
DOID:7011	recurrent thyroid carcinoma
DOID:7012	anaplastic thyroid carcinoma
DOID:7013	ovarian mucinous cystadenofibroma
DOID:7014	infiltrating lipoma
DOID:7015	deep fatty neoplasm
DOID:7016	tendon sheath lipoma
DOID:7017	lumbosacral lipoma
DOID:7018	secondary malignant neoplasm to the adult brain
DOID:702	tooth abnormality
DOID:7023	borderline ovarian serous neoplasm with microinvasion
DOID:7024	mucinous intrahepatic cholangiocarcinoma
DOID:7025	anaplastic malignant intracranial meningioma
DOID:7026	adult malignant meningioma
DOID:7029	site specific early onset breast cancer syndrome
DOID:7030	bronchial mucus gland adenoma
DOID:7031	glottis squamous cell carcinoma
DOID:7032	bile duct clear cell adenocarcinoma
DOID:7033	anisakiasis
DOID:7037	childhood immature teratoma of ovary
DOID:7039	Borst-Jadassohn intraepidermal carcinoma
DOID:7040	uveal epithelioid cell melanoma
DOID:7041	choroid epithelioid cell melanoma
DOID:7042	ciliary body epithelioid cell melanoma
DOID:7043	metastatic vulvar cancer
DOID:7045	basaloid lung carcinoma
DOID:7046	cervical basaloid squamous cell carcinoma
DOID:7047	penis basaloid carcinoma
DOID:7048	vulvar basaloid squamous cell carcinoma
DOID:7049	basaloid squamous cell skin carcinoma
DOID:705	Leber hereditary optic neuropathy
DOID:7050	thymus basaloid carcinoma
DOID:7051	esophageal basaloid squamous cell carcinoma
DOID:7053	anaplastic small cell thyroid carcinoma
DOID:7054	multiple skull base meningioma
DOID:706	mature B-cell neoplasm
DOID:7061	precursor B lymphoblastic lymphoma/leukemia
DOID:707	B-cell lymphoma
DOID:7070	recurrent pediatric rhabdomyosarcoma
DOID:7071	spinal cord dermoid cyst
DOID:7074	choroidal hemorrhage and rupture
DOID:7075	atypical vulvar nevus
DOID:7076	lipid-rich breast carcinoma
DOID:7077	malignant melanocytic peripheral nerve sheath tumor of mediastinum
DOID:7078	malignant mediastinal peripheral nerve sheath tumor
DOID:7079	adult cystic teratoma
DOID:7081	lung mixed small cell and squamous cell carcinoma
DOID:7083	recurrent adult primary hepatoma
DOID:7084	recurrent adult primary liver cancer
DOID:7086	multicentric papillary thyroid carcinoma
DOID:7088	columnar cell variant papillary carcinoma
DOID:7089	tall cell variant papillary carcinoma
DOID:709	splenic manifestation of hairy cell leukemia
DOID:7095	pediatric epithelioid sarcoma
DOID:7097	macrocystic pattern testicular yolk sac tumor
DOID:7099	ovarian dermoid cyst with squamous cell carcinoma
DOID:710	splenic manifestation of leukemia
DOID:7103	diaphragma sellae meningioma
DOID:7105	epiglottis neoplasm
DOID:711	refractory hairy cell leukemia
DOID:712	refractory hematologic cancer
DOID:7127	radiation cystitis
DOID:713	HCL-V
DOID:7132	urinary bladder small cell neuroendocrine carcinoma
DOID:7133	gallbladder small cell carcinoma
DOID:7134	esophagus small cell carcinoma
DOID:7136	ampulla of Vater small cell carcinoma
DOID:7138	cystitis cystica
DOID:7139	endometrial small cell carcinoma
DOID:7140	Bartholin's gland small cell carcinoma
DOID:7141	prostate small cell carcinoma
DOID:7142	thymus small cell carcinoma
DOID:7144	laryngeal small cell carcinoma
DOID:7145	papillary cystic tumor
DOID:7146	Langerhans cell sarcoma
DOID:7147	ankylosing spondylitis
DOID:7148	rheumatoid arthritis
DOID:7149	metastatic parathyroid cancer
DOID:715	T-cell leukemia
DOID:7150	recurrent parathyroid cancer
DOID:7152	prostate stromal sarcoma
DOID:7154	anaplastic oligodendroglioma
DOID:7155	adult undifferentiated oligodendroglioma
DOID:7156	anaplastic childhood oligodendroglioma
DOID:7157	metastatic squamous neck cancer with occult primary
DOID:7158	recurrent metastatic squamous cell cancer to the neck with occult primary
DOID:716	Human T-lymphotropic virus 2 infectious disease
DOID:7160	rectum leiomyoma
DOID:7162	recurrent larynx cancer
DOID:7164	mediastinum mature teratoma
DOID:7165	subacute thyroiditis
DOID:7166	thyroiditis
DOID:7168	lung occult adenocarcinoma
DOID:7169	lung occult large cell carcinoma
DOID:7170	recurrent non-cutaneous melanoma
DOID:7171	recurrent cutaneous melanoma
DOID:7173	cloacogenic carcinoma
DOID:7174	anus basaloid carcinoma
DOID:7175	anal Buschke-Lowenstein tumor
DOID:7177	anal canal squamous cell carcinoma
DOID:7179	mixed eosinophil-basophil adenoma
DOID:718	autoimmune hemolytic anemia
DOID:7181	benign dermal neurilemmoma
DOID:7186	metastatic childhood sarcoma of soft tissue
DOID:7187	subacute lymphocytic thyroiditis
DOID:7188	autoimmune thyroiditis
DOID:7191	ovarian endometrioid cystadenoma
DOID:7192	hereditary conventional renal cell carcinoma
DOID:7198	maxillary sinus adenoid cystic carcinoma
DOID:720	normocytic anemia
DOID:7202	intermediate malignant teratoma
DOID:7206	melanomatosis
DOID:7207	lung combined large cell neuroendocrine carcinoma
DOID:7210	psammomatous meningioma
DOID:7211	fibrous meningioma
DOID:7212	meningothelial meningioma
DOID:7213	transitional meningioma
DOID:7214	noninvasive malignant thymoma
DOID:7215	relapsed childhood ependymoma
DOID:722	spontaneous abortion
DOID:7221	gallbladder papillary carcinoma
DOID:7222	gallbladder pleomorphic giant cell adenocarcinoma
DOID:7223	breast giant fibroadenoma
DOID:7224	spinal meninges cancer
DOID:7230	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma
DOID:7231	pediatric CNS embryonal cell carcinoma
DOID:7232	central nervous system embryonal carcinoma
DOID:7233	adult central nervous system embryonal carcinoma
DOID:7234	pancreatic colloid cystadenocarcinoma
DOID:7235	pancreatic mucinous cystadenoma
DOID:7236	pancreatic invasive mucinous cystadenocarcinoma
DOID:7237	pancreatic non-invasive mucinous cystadenocarcinoma
DOID:7238	AIDS-related gastric Kaposi's sarcoma
DOID:724	female stress incontinence
DOID:7241	uterine corpus apoplectic leiomyoma
DOID:7242	uterine corpus cellular leiomyoma
DOID:7244	bladder urachal urothelial carcinoma
DOID:7245	metastatic endometrial adenocarcinoma
DOID:7246	lymphoepithelioma-like acinar prostate adenocarcinoma
DOID:7252	cerebral meninges malignant neoplasm
DOID:7256	anaplastic urethra carcinoma
DOID:7262	gallbladder anaplastic carcinoma
DOID:7263	selective IgD deficiency disease
DOID:7266	familiar fallopian tube carcinoma
DOID:7267	lung clear cell carcinoma
DOID:7268	solid carcinoma of lung with mucus formation
DOID:7269	cribriform variant testicular seminoma
DOID:727	premenstrual tension
DOID:7273	adrenal gland tuberculosis
DOID:728	nodular episcleritis
DOID:7280	congenital epulis
DOID:7281	uterine corpus adenocarcinofibroma
DOID:7284	Skene gland carcinoma
DOID:7289	secretory uterine corpus endometrioid adenocarcinoma
DOID:7293	mucin-rich endometrial endometrioid adenocarcinoma
DOID:7295	recurrent childhood soft tissue sarcoma
DOID:7296	nonmetastatic childhood soft tissue sarcoma
DOID:7297	childhood extraosseous osteosarcoma
DOID:730	urethral benign neoplasm
DOID:7301	inferior vena cava leiomyosarcoma
DOID:7302	endodermal sinus pattern testicular yolk sac tumor
DOID:7304	breast carcinoma metastatic to the brain
DOID:7305	astroblastoma
DOID:7306	anaplastic oligoastrocytoma
DOID:731	urinary system benign neoplasm
DOID:7312	breast adenomyoepithelial adenosis
DOID:7315	Jewett-Marshall bladder cancer
DOID:7316	inherited neuropathy
DOID:7319	axonal neuropathy
DOID:732	urethral disease
DOID:7320	ovarian serous cystadenofibroma
DOID:7323	primary cerebral lymphoma in immunocompetent host
DOID:7324	hepatitis C virus related hepatocellular carcinoma
DOID:7325	hepatitis B virus related hepatocellular carcinoma
DOID:7326	cranial pseudosarcomatous fasciitis
DOID:7327	pseudosarcomatous fibromatosis
DOID:7328	iris spindle cell melanoma
DOID:7332	esophageal tuberculosis
DOID:7333	nephrogenic adenoma of urinary bladder
DOID:7334	nephrogenic adenoma
DOID:7335	extraocular extension of melanoma
DOID:734	urethra cancer
DOID:7340	pediatric ovarian dysgerminoma
DOID:7344	anaplastic brainstem astrocytoma
DOID:7345	anaplastic glioma of brain stem
DOID:7347	ovarian stromal hyperthecosis
DOID:735	metastatic neoplasm of urethra
DOID:7350	thymic dysplasia
DOID:7351	localized Askin's tumor
DOID:7352	diencephalic anaplastic astrocytoma
DOID:7356	rectum sarcomatoid carcinoma
DOID:7357	rectal anaplastic carcinoma
DOID:7358	recurrent rectal cancer
DOID:736	male urethral cancer
DOID:7360	solid pattern testicular yolk sac tumor
DOID:7362	teratoma of CNS with malignant transformation
DOID:7363	vulvar keratinizing squamous cell carcinoma
DOID:7364	organic anxiety disorder
DOID:7365	Kimura disease
DOID:7371	superficial urinary bladder cancer
DOID:7378	pituitary hypoplasia
DOID:7379	adrenal medulla carcinoma
DOID:738	female urethral cancer
DOID:7380	squamous cell papilloma of skin
DOID:7381	lymphohistiocytoid mesothelioma
DOID:7384	localized resectable adult primary hepatoma
DOID:7385	localized resectable adult primary liver cancer
DOID:7388	pulmonary vein leiomyosarcoma
DOID:7389	pulmonary artery leiomyosarcoma
DOID:739	metastasis to the urethra
DOID:7390	superior vena cava leiomyosarcoma
DOID:7391	superior vena cava malignant neoplasm
DOID:7398	cerebral primitive neuroectodermal tumor
DOID:74	hematopoietic system disease
DOID:7400	Nijmegen breakage syndrome
DOID:7401	colonic L-cell glucagon-like peptide producing tumor
DOID:7402	L-cell glucagon-like peptide producing tumor
DOID:7407	metastatic carcinoma to the uterine cervix
DOID:7408	vulvar keratoacanthoma-like carcinoma
DOID:7409	vulvar non-keratinizing squamous cell carcinoma
DOID:7410	vulvar squamous cell carcinoma with tumor giant cells
DOID:7411	ovarian endometrioid cystadenofibroma
DOID:7419	metaplastic meningioma
DOID:7420	placental infarction
DOID:7423	ovarian mucinous cystic tumor with mural nodules
DOID:7426	cutaneous anthrax
DOID:7427	anthrax disease
DOID:7428	pineal region germinoma
DOID:7429	childhood brain germinoma
DOID:743	dermatographia
DOID:7430	childhood germ cell brain tumor
DOID:7435	polyvesicular vitelline pattern testicular yolk sac tumor
DOID:7436	sarcomatoid uterine corpus endometrioid adenocarcinoma
DOID:7437	uterus perivascular epithelioid cell tumor
DOID:7438	ovarian clear cell cystadenocarcinoma
DOID:7439	polyp of middle ear
DOID:744	Muscle calcification and ossification
DOID:7441	chronic metabolic polyneuropathy
DOID:7442	monoclonal gammopathy of uncertain significance
DOID:7444	diffuse intraductal papillomatosis
DOID:745	epididymis adenomatoid tumor
DOID:7455	hypogonadotropism
DOID:7457	enterobiasis
DOID:7459	acantholytic variant squamous cell breast carcinoma
DOID:746	adenomatoid tumor
DOID:7460	spindle cell variant squamous cell breast carcinoma
DOID:7461	large cell keratinizing variant squamous cell breast carcinoma
DOID:7463	childhood pleomorphic rhabdomyosarcoma
DOID:7465	chronic NK-cell lymphocytosis
DOID:7468	Spitz nevus
DOID:7469	balloon cell nevus
DOID:7470	neural nevus
DOID:7471	deep penetrating nevus
DOID:7472	recurrent nevus
DOID:7473	recurrent malignant pleural mesothelioma
DOID:7474	malignant pleural mesothelioma
DOID:7475	diverticulitis
DOID:7479	duodenal somatostatinoma
DOID:7480	large cell carcinoma with rhabdoid phenotype
DOID:7482	petrous apex meningioma
DOID:7483	cervical keratinizing squamous cell carcinoma
DOID:7486	metastatic renal cell carcinoma
DOID:7488	posterior urethra cancer
DOID:7489	Osgood-Schlatter's disease
DOID:749	active peptic ulcer disease
DOID:7491	vulvar proximal-type epithelioid sarcoma
DOID:7492	central epithelioid sarcoma
DOID:7497	brain ependymoma
DOID:7498	AIDS-related Human papillomavirus infectious disease
DOID:75	lymphatic system disease
DOID:750	peptic ulcer disease
DOID:7501	pediatric infratentorial ependymoma
DOID:7502	pediatric supratentorial ependymoma
DOID:7503	extrahepatic bile duct papillary adenoma
DOID:7504	mixed embryonal carcinoma and endodermal sinus neoplasm of the testis
DOID:7505	small intestine neoplasm
DOID:7506	small intestinal L-cell glucagon-like peptide producing tumor
DOID:7507	malformation of placenta
DOID:7511	breast intraductal papillomatosis
DOID:7512	localized intraductal papillomatosis
DOID:7514	Wolffian adnexal neoplasm
DOID:7515	lumbar spinal canal and spinal cord meningioma
DOID:7516	childhood central nervous system mixed germ cell tumor
DOID:7517	central nervous system mixed germ cell tumor
DOID:7518	inhibited female orgasm
DOID:7519	endocervical carcinoma
DOID:752	peptic ulcer perforation
DOID:7520	periductal breast myoepitheliosis
DOID:7521	breast myoepitheliosis
DOID:7522	pediatric infratentorial ependymoblastoma
DOID:7526	metastatic neoplasm to the ciliary body
DOID:7527	acute gonococcal endometritis
DOID:7528	acute endometritis
DOID:7531	anal gland adenocarcinoma
DOID:7532	squamous papillomatosis
DOID:7533	subareolar duct papillomatosis
DOID:7537	breast cystic hypersecretory carcinoma
DOID:7538	breast ductal adenoma
DOID:7539	pregnancy adenoma
DOID:754	bladder tuberculosis
DOID:7540	breast apocrine adenoma
DOID:7541	mixed epithelial/mesenchymal metaplastic breast carcinoma
DOID:7542	osteosarcoma arising in bone Paget's disease
DOID:7543	recurrent squamous cell carcinoma of the esophagus
DOID:7544	recurrent esophagus cancer
DOID:7549	ceruminoma
DOID:7551	gonorrhea
DOID:7553	infiltrating bladder urothelial carcinoma sarcomatoid variant
DOID:7554	Paget's disease and intraductal carcinoma of breast
DOID:7555	HIV leukoencephalopathy
DOID:7558	glossopharyngeal motor neuropathy
DOID:7559	asymmetric motor neuropathy
DOID:7565	vulvar eccrine porocarcinoma
DOID:7566	eccrine porocarcinoma
DOID:7567	vulvar clear cell hidradenocarcinoma
DOID:7568	adult brain meningioma
DOID:757	thyrotoxicosis with toxic single thyroid nodule
DOID:7571	malignant cystic nephroma
DOID:7574	pancreatic intraductal papillary-colloid carcinoma
DOID:7575	pancreatic intraductal papillary-mucinous neoplasm
DOID:7576	metastatic pancreatic adenocarcinoma
DOID:7577	pancreatic foamy gland adenocarcinoma
DOID:7578	breast scirrhous carcinoma
DOID:758	situs inversus
DOID:7581	psychogenic depressive psychosis
DOID:7583	glottis verrucous carcinoma
DOID:7584	subglottis verrucous carcinoma
DOID:7585	subglottis squamous cell carcinoma
DOID:7586	supraglottis verrucous carcinoma
DOID:7587	supraglottis squamous cell carcinoma
DOID:7588	mixed endodermal sinus neoplasm and teratoma of the testis
DOID:7589	ovarian dermoid cyst with melanocytic nevus
DOID:759	congenital disorder
DOID:7590	ovarian dermoid cyst with secondary melanocytic lesion
DOID:7591	gestational ovarian choriocarcinoma
DOID:7593	recurrent pediatric medulloblastoma
DOID:7596	asbestos-related lung carcinoma
DOID:7598	cervical lymphoepithelioma-like carcinoma
DOID:7599	lymphoepithelioma-like thymic carcinoma
DOID:76	stomach disease
DOID:7600	infiltrating bladder lymphoepithelioma-like carcinoma
DOID:7601	advanced malignant pleural mesothelioma
DOID:7602	intracortical osteogenic sarcoma
DOID:7603	fibrosarcomatous osteosarcoma
DOID:7607	chief cell adenoma
DOID:7608	parathyroid adenoma
DOID:7609	parathyroid transitional clear cell adenoma
DOID:761	meningococcal endocarditis
DOID:7610	mixed cell type adenoma of parathyroid
DOID:7611	parathyroid oncocytic adenoma
DOID:7612	childhood intracortical osteosarcoma
DOID:7613	sarcomatosis of the meninges
DOID:7614	meninges sarcoma
DOID:7615	sarcomatosis
DOID:762	bacterial endocarditis
DOID:763	meningococcal carditis
DOID:7631	adult ependymoblastoma
DOID:7632	Cowper gland carcinoma
DOID:7633	macular holes
DOID:7634	suprasellar meningioma
DOID:7635	Gasserian ganglion meningioma
DOID:7636	recurrent cancer of small Intestine
DOID:7638	Paget's disease and invasive ductal carcinoma of breast
DOID:7639	malignant granular cell skin tumor
DOID:764	meningococcal pericarditis
DOID:7641	non-resectable small intestine carcinoma
DOID:7642	cholangiolocellular carcinoma
DOID:7643	acantholytic squamous cell skin carcinoma
DOID:7646	multiple spinal canal and spinal cord meningioma
DOID:7650	pulmonary type ovarian small cell carcinoma
DOID:7651	hypercalcemic type ovarian small cell carcinoma
DOID:7652	rare cancer-associated syndrome
DOID:7656	adult infiltrating astrocytic neoplasm
DOID:7657	anaplastic astrocytoma of adult
DOID:7664	endometrial mixed adenocarcinoma
DOID:7665	non-gestational ovarian choriocarcinoma
DOID:767	muscular atrophy
DOID:7671	recurrent penis cancer
DOID:7672	regressing non-cutaneous melanoma
DOID:7675	testicular fibroma
DOID:7676	testicular thecoma
DOID:7677	bone metastatic Ewing's sarcoma
DOID:7678	sphenoid sinus inverted papilloma
DOID:7679	sphenoid sinus Schneiderian papilloma
DOID:768	retinoblastoma
DOID:7681	mixed choriocarcinoma and teratoma of the testis
DOID:7683	dissecting aortic aneurysm
DOID:7684	maxillary sinus adenocarcinoma
DOID:7685	pancreatic non-invasive intraductal papillary-mucinous carcinoma
DOID:7689	leptomeninges sarcoma
DOID:769	neuroblastoma
DOID:7693	abdominal aortic aneurysm
DOID:7694	bladder urachal adenocarcinoma
DOID:7696	lung hilum cancer
DOID:7697	pancreatic ACTH hormone producing tumor
DOID:7698	non-functioning pancreatic endocrine tumor
DOID:77	gastrointestinal system disease
DOID:7702	AIDS-related oropharyngeal candidiasis
DOID:7704	human papilloma virus related endocervical adenocarcinoma
DOID:7706	Cytomegalovirus esophagitis
DOID:7707	rectum signet ring adenocarcinoma
DOID:7708	perianal skin Paget's disease
DOID:771	retinal cell cancer
DOID:7710	metastatic extraskeletal chondrosarcoma
DOID:7712	recurrent adult soft tissue sarcoma
DOID:7713	tuberculum sellae meningioma
DOID:7714	metastatic malignant hemangiopericytoma
DOID:7716	mixed ductal-endocrine carcinoma
DOID:7717	colloid carcinoma of the pancreas
DOID:7718	osteoclast-like giant cell neoplasm of the pancreas
DOID:772	metastasis to the retina
DOID:7724	generalized convulsive epilepsy
DOID:7725	epilepsy with generalized tonic-clonic seizures
DOID:7728	chronic allograft arteriopathy
DOID:7729	acinar cell cystadenocarcinoma
DOID:773	metastasis to eye
DOID:7731	childhood malignant hemangiopericytoma
DOID:7732	childhood malignant schwannoma
DOID:7733	signet ring cell intrahepatic cholangiocarcinoma
DOID:7735	pancreatic colloid cystadenoma
DOID:7736	retinal telangiectasia
DOID:7739	human papilloma virus related penile squamous cell carcinoma
DOID:774	retina lymphoma
DOID:7747	pediatric extraocular retinoblastoma
DOID:775	intraocular lymphoma
DOID:7750	adult brain ependymoma
DOID:7752	extrahepatic biliary papillomatosis
DOID:7753	recurrent cancer of testis
DOID:7754	Chondroid hamartoma of lung
DOID:7756	neonatal leukemia
DOID:7757	childhood leukemia
DOID:7762	childhood multilocular cystic kidney neoplasm
DOID:7763	carcinoma of supraglottis
DOID:7764	subglottis carcinoma
DOID:7765	Coats disease
DOID:778	delusional disorder
DOID:7786	mixed choriocarcinoma and embryonal carcinoma of the testis
DOID:7787	breast osteosarcoma
DOID:7788	adult spinal cord ependymoma
DOID:7793	recurrent uterine sarcoma
DOID:7799	transitional cell carcinoma of the ureter with glandular differentiation
DOID:780	placenta disease
DOID:7801	plasmacytoma-like PTLD
DOID:7805	nonmetastatic extraskeletal osteosarcoma
DOID:7806	adult spinal cord glioblastoma multiforme
DOID:7807	choroid necrotic melanoma
DOID:7808	necrotic uveal melanoma
DOID:7809	anaplastic giant cell thyroid carcinoma
DOID:7810	AIDS-related Cytomegalovirus enterocolitis
DOID:7812	Enterovirus gastroenteritis
DOID:7814	Cytomegalovirus colitis
DOID:7815	recurrent malignant thymoma
DOID:7817	mixed astrocytoma-ependymoma-oligodendroglioma
DOID:7818	petroclival meningioma
DOID:7819	sphenoorbital meningioma
DOID:782	renal infectious disease
DOID:7820	sphenocavernous meningioma
DOID:7824	spinal multifocal clear cell meningioma
DOID:7825	chronic toxic polyneuropathy
DOID:7826	adult papillary meningioma
DOID:7827	adult extraosseous osteosarcoma
DOID:783	end stage renal failure
DOID:7833	cervical papillary squamous cell carcinoma
DOID:7834	human papilloma virus related cervical squamous cell carcinoma
DOID:7836	mixed acinar-endocrine carcinoma
DOID:7839	infiltrating nipple syringomatous adenoma
DOID:784	chronic kidney disease
DOID:7840	pancreatic non-functioning delta cell tumor
DOID:7841	pediatric cerebral ependymoblastoma
DOID:7843	female breast carcinoma
DOID:7847	vascular hemorrhagic disorder
DOID:7848	interdigitating dendritic cell sarcoma
DOID:7849	dendritic cell sarcoma
DOID:7850	recurrent uvea melanoma
DOID:7851	pancreatic intraductal papillary-mucinous adenoma
DOID:7855	recurrent ovarian germ cell neoplasm
DOID:786	laryngeal disease
