DOID:0001816	DOID:1115 ! sarcoma
DOID:657	DOID:0060084 ! cell type benign neoplasm
DOID:6571	DOID:4006 ! bladder urothelial carcinoma
DOID:6575	DOID:4991 ! optic nerve astrocytoma
DOID:6576	DOID:4992 ! optic nerve glioma
DOID:6579	DOID:184 ! bone cancer
DOID:6581	DOID:3458 ! breast adenocarcinoma
DOID:6585	DOID:3458 ! breast adenocarcinoma
DOID:6587	DOID:3458 ! breast adenocarcinoma
DOID:6590	DOID:1123 ! spondyloarthropathy
DOID:6594	DOID:3711 ! bladder adenocarcinoma
DOID:6595	DOID:3717 ! gastric adenocarcinoma
DOID:66	DOID:0080000 ! muscular disease
DOID:660	DOID:3953 ! adrenal gland cancer
DOID:6603	DOID:1123 ! spondyloarthropathy
DOID:6605	DOID:4471 ! chromophobe renal cell carcinoma
DOID:6606	DOID:4471 ! chromophobe renal cell carcinoma
DOID:6607	DOID:3093 ! nervous system cancer
DOID:6608	DOID:5136 ! lung leiomyoma
DOID:6610	DOID:0060094 ! bone benign neoplasm
DOID:6612	DOID:0050737 ! autosomal recessive disease
DOID:6613	DOID:5402 ! vaginal adenoma
DOID:6620	DOID:2959 ! hyperimmunoglobulin syndrome
DOID:6621	DOID:5393 ! brain angioma
DOID:6627	DOID:3701 ! cervical mucinous adenocarcinoma
DOID:6629	DOID:3459 ! breast carcinoma
DOID:663	DOID:471 ! skin hemangioma
DOID:6634	DOID:3594 ! choriocarcinoma
DOID:6639	DOID:6052 ! central nervous system childhood germ cell tumor
DOID:664	DOID:3165 ! skin benign neoplasm
DOID:6641	DOID:1634 ! breast papillomatosis
DOID:6643	DOID:1123 ! spondyloarthropathy
DOID:6648	DOID:5031 ! adult pineal parenchymal tumor
DOID:6652	DOID:182 ! calcinosis
DOID:6654	DOID:6019 ! central nervous system immature teratoma
DOID:6657	DOID:1612 ! breast cancer
DOID:6658	DOID:4556 ! lung large cell carcinoma
DOID:6659	DOID:2893 ! cervix carcinoma
DOID:6676	DOID:1931 ! hypothalamic disease
DOID:6677	DOID:225 ! syndrome
DOID:6678	DOID:225 ! syndrome
DOID:668	DOID:633 ! myositis
DOID:6680	DOID:778 ! delusional disorder
DOID:6682	DOID:0080010 ! bone structure disease
DOID:6683	DOID:0050736 ! autosomal dominant disease
DOID:6686	DOID:225 ! syndrome
DOID:6687	DOID:37 ! skin disease
DOID:6688	DOID:2916 ! hypersensitivity reaction type IV disease
DOID:6691	DOID:225 ! syndrome
DOID:6692	DOID:225 ! syndrome
DOID:6693	DOID:5551 ! choriocarcinoma of the testis
DOID:6696	DOID:3360 ! multifocal osteogenic sarcoma
DOID:6697	DOID:3360 ! multifocal osteogenic sarcoma
DOID:670	DOID:302 ! substance abuse
DOID:6700	DOID:5517 ! stomach carcinoma
DOID:6703	DOID:5517 ! stomach carcinoma
DOID:6705	DOID:5517 ! stomach carcinoma
DOID:6706	DOID:5842 ! testis seminoma
DOID:6707	DOID:5940 ! malignant peripheral nerve sheath tumor
DOID:6712	DOID:6713 ! cerebrovascular disease
DOID:6713	DOID:0050828 ! artery disease
DOID:672	DOID:0060073 ! lymphatic system cancer
DOID:6721	DOID:3856 ! male reproductive organ cancer
DOID:6723	DOID:3280 ! mixed type thymoma
DOID:6725	DOID:0080007 ! bone deterioration disease
DOID:6726	DOID:3069 ! astrocytoma
DOID:6727	DOID:1520 ! colon carcinoma
DOID:6733	DOID:5384 ! bile duct cystadenoma
DOID:6735	DOID:956 ! peripheral nerve schwannoma
DOID:674	DOID:0050567 ! orofacial cleft
DOID:6740	DOID:2893 ! cervix carcinoma
DOID:6741	DOID:3459 ! breast carcinoma
DOID:6742	DOID:6741 ! bilateral breast cancer
DOID:6752	DOID:833 ! auditory system cancer
DOID:6755	DOID:3350 ! mesenchymal cell neoplasm
DOID:6758	DOID:5093 ! thoracic cancer
DOID:6759	DOID:184 ! bone cancer
DOID:676	DOID:7148 ! rheumatoid arthritis
DOID:6760	DOID:1324 ! lung cancer
DOID:6762	DOID:5090 ! sternum cancer
DOID:6774	DOID:5351 ! ovarian primitive germ cell tumor
DOID:6776	DOID:3459 ! breast carcinoma
DOID:6777	DOID:2870 ! endometrial adenocarcinoma
DOID:678	DOID:480 ! movement disease
DOID:6786	DOID:3255 ! botryoid rhabdomyosarcoma
DOID:6787	DOID:6788 ! vagina botryoid rhabdomyosarcoma
DOID:6788	DOID:1901 ! vagina sarcoma
DOID:6789	DOID:2096 ! vulvar sarcoma
DOID:679	DOID:936 ! brain disease
DOID:680	DOID:1289 ! neurodegenerative disease
DOID:6804	DOID:5260 ! colon sarcoma
DOID:6809	DOID:5402 ! vaginal adenoma
DOID:681	DOID:231 ! motor neuron disease
DOID:6811	DOID:6812 ! childhood pilocytic astrocytoma
DOID:6812	DOID:4851 ! pilocytic astrocytoma
DOID:682	DOID:326 ! ischemia
DOID:6823	DOID:4905 ! pancreatic carcinoma
DOID:6827	DOID:4905 ! pancreatic carcinoma
DOID:683	DOID:231 ! motor neuron disease
DOID:6837	DOID:4895 ! rete ovarii neoplasm
DOID:6838	DOID:4895 ! rete ovarii neoplasm
DOID:6839	DOID:3013 ! intraductal breast neoplasm
DOID:684	DOID:686 ! liver carcinoma
DOID:6841	DOID:6839 ! breast intraductal proliferative lesion
DOID:6844	DOID:0050620 ! infiltrating renal pelvis transitional cell carcinoma
DOID:6845	DOID:6888 ! ureter transitional cell carcinoma
DOID:6846	DOID:1909 ! melanoma
DOID:6847	DOID:3255 ! botryoid rhabdomyosarcoma
DOID:6848	DOID:6788 ! vagina botryoid rhabdomyosarcoma
DOID:6854	DOID:1364 ! ethmoidal sinus neoplasm
DOID:6856	DOID:1660 ! malignant pineal area germ cell neoplasm
DOID:6857	DOID:5566 ! mature teratoma
DOID:6857	DOID:6856 ! pineal region teratoma
DOID:6858	DOID:6856 ! pineal region teratoma
DOID:686	DOID:3571 ! liver cancer
DOID:6865	DOID:2870 ! endometrial adenocarcinoma
DOID:6867	DOID:5822 ! gray zone lymphoma
DOID:6867	DOID:6868 ! mediastinal malignant lymphoma
DOID:6868	DOID:5559 ! mediastinal cancer
DOID:6869	DOID:6114 ! cerebral convexity meningioma
DOID:687	DOID:3571 ! liver cancer
DOID:6871	DOID:6872 ! spinal cord primitive neuroectodermal neoplasm
DOID:6872	DOID:5612 ! spinal cancer
DOID:6873	DOID:2053 ! reactive cutaneous fibrous lesion
DOID:688	DOID:2994 ! germ cell cancer
DOID:6880	DOID:5272 ! small intestinal sarcoma
DOID:6886	DOID:4939 ! ureter carcinoma
DOID:6888	DOID:4939 ! ureter carcinoma
DOID:6898	DOID:4001 ! ovarian carcinoma
DOID:6899	DOID:6211 ! mixed epithelial tumor of ovary
DOID:6901	DOID:2152 ! ovary epithelial cancer
DOID:6903	DOID:2174 ! ocular cancer
DOID:6906	DOID:5238 ! benign perivascular tumor
DOID:6917	DOID:3282 ! dendritic cell thymoma
DOID:6925	DOID:574 ! peripheral nervous system disease
DOID:6929	DOID:5679 ! retinal disease
DOID:693	DOID:214 ! teeth hard tissue disease
DOID:6931	DOID:3495 ! extrahepatic bile duct adenocarcinoma
DOID:6932	DOID:6933 ! bladder transitional cell papilloma
DOID:6933	DOID:5432 ! bladder papillary transitional cell neoplasm
DOID:6934	DOID:2140 ! urethral urothelial papilloma
DOID:6935	DOID:6936 ! ureter urothelial papilloma
DOID:6936	DOID:11885 ! ureteral benign neoplasm
DOID:6938	DOID:4653 ! intraocular retinoblastoma
DOID:6939	DOID:0060106 ! brain meningioma
DOID:6943	DOID:6944 ! vulvar seborrheic keratosis
DOID:6943	DOID:6945 ! inverted follicular keratosis
DOID:6944	DOID:2072 ! vulvar squamous tumor
DOID:6944	DOID:6498 ! seborrheic keratosis
DOID:6945	DOID:6498 ! seborrheic keratosis
DOID:6947	DOID:1350 ! paranasal sinus neoplasm
DOID:6948	DOID:4716 ! malignant gastric germ cell tumor
DOID:6950	DOID:6088 ! acute stress disorder
DOID:6951	DOID:3378 ! conventional central osteosarcoma
DOID:6958	DOID:6003 ! aleukemic leukemia cutis
DOID:6959	DOID:5528 ! rectum squamous cell carcinoma
DOID:6961	DOID:3999 ! Bartholin's gland carcinoma
DOID:6969	DOID:6970 ! acute inflammation of lacrimal passage
DOID:6970	DOID:1400 ! lacrimal apparatus disease
DOID:6975	DOID:4006 ! bladder urothelial carcinoma
DOID:6976	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:6977	DOID:1428 ! endocrine pancreas disease
DOID:698	DOID:214 ! teeth hard tissue disease
DOID:6988	DOID:6193 ! epithelioid sarcoma
DOID:699	DOID:423 ! myopathy
DOID:6992	DOID:1752 ! ocular melanoma
DOID:6993	DOID:6992 ! intraocular mixed cell type melanoma
DOID:6993	DOID:6994 ! malignant iris melanoma
DOID:6994	DOID:3478 ! iris cancer
DOID:6996	DOID:6438 ! malignant choroid melanoma
DOID:6996	DOID:6992 ! intraocular mixed cell type melanoma
DOID:6997	DOID:6524 ! malignant ciliary body melanoma
DOID:6997	DOID:6992 ! intraocular mixed cell type melanoma
DOID:6998	DOID:3500 ! gallbladder adenocarcinoma
DOID:7	DOID:4 ! disease
DOID:700	DOID:655 ! inherited metabolic disorder
DOID:7004	DOID:5395 ! functioning pituitary adenoma
DOID:7005	DOID:3069 ! astrocytoma
DOID:7007	DOID:368 ! cerebrum cancer
DOID:7008	DOID:3069 ! astrocytoma
DOID:701	DOID:214 ! teeth hard tissue disease
DOID:7013	DOID:6469 ! ovarian mucinous adenofibroma
DOID:7014	DOID:3315 ! lipoma
DOID:7016	DOID:315 ! synovium neoplasm
DOID:7017	DOID:0060094 ! bone benign neoplasm
DOID:7024	DOID:4928 ! intrahepatic cholangiocarcinoma
DOID:7030	DOID:5391 ! bronchus adenoma
DOID:7031	DOID:2599 ! glottis carcinoma
DOID:7032	DOID:4896 ! bile duct adenocarcinoma
DOID:7033	DOID:883 ! parasitic helminthiasis infectious disease
DOID:7037	DOID:6331 ! immature teratoma of ovary
DOID:7039	DOID:3451 ! skin carcinoma
DOID:7040	DOID:6039 ! uveal melanoma
DOID:7041	DOID:6438 ! malignant choroid melanoma
DOID:7042	DOID:6524 ! malignant ciliary body melanoma
DOID:7042	DOID:7040 ! uveal epithelioid cell melanoma
DOID:7045	DOID:3907 ! lung squamous cell carcinoma
DOID:7046	DOID:3744 ! cervical squamous cell carcinoma
DOID:7047	DOID:5518 ! penis squamous cell carcinoma
DOID:7048	DOID:2101 ! vulva squamous cell carcinoma
DOID:7049	DOID:3151 ! skin squamous cell carcinoma
DOID:705	DOID:1891 ! optic nerve disease
DOID:7050	DOID:5530 ! thymus squamous cell carcinoma
DOID:7051	DOID:3748 ! esophagus squamous cell carcinoma
DOID:7054	DOID:4437 ! skull base meningioma
DOID:706	DOID:707 ! B-cell lymphoma
DOID:7061	DOID:5600 ! precursor lymphoblastic lymphoma/leukemia
DOID:7061	DOID:707 ! B-cell lymphoma
DOID:707	DOID:0060060 ! non-Hodgkin lymphoma
DOID:7071	DOID:5612 ! spinal cancer
DOID:7076	DOID:6741 ! bilateral breast cancer
DOID:7077	DOID:5559 ! mediastinal cancer
DOID:7079	DOID:2660 ! cystic teratoma
DOID:7081	DOID:5410 ! pulmonary neuroendocrine tumor
DOID:7086	DOID:3969 ! papillary thyroid carcinoma
DOID:7088	DOID:3969 ! papillary thyroid carcinoma
DOID:7089	DOID:3969 ! papillary thyroid carcinoma
DOID:709	DOID:710 ! splenic manifestation of leukemia
DOID:7095	DOID:6193 ! epithelioid sarcoma
DOID:7097	DOID:5344 ! testicular yolk sac tumor
DOID:710	DOID:672 ! spleen cancer
DOID:7103	DOID:3643 ! sella turcica neoplasm
DOID:7103	DOID:4437 ! skull base meningioma
DOID:7105	DOID:8002 ! supraglottis neoplasm
DOID:711	DOID:285 ! hairy cell leukemia
DOID:711	DOID:712 ! refractory hematologic cancer
DOID:712	DOID:2531 ! hematologic cancer
DOID:7127	DOID:1679 ! cystitis
DOID:713	DOID:285 ! hairy cell leukemia
DOID:7132	DOID:4007 ! bladder carcinoma
DOID:7133	DOID:4948 ! gallbladder carcinoma
DOID:7134	DOID:1107 ! esophageal carcinoma
DOID:7136	DOID:4932 ! ampulla of Vater carcinoma
DOID:7138	DOID:1679 ! cystitis
DOID:7139	DOID:2871 ! endometrial carcinoma
DOID:7140	DOID:3999 ! Bartholin's gland carcinoma
DOID:7141	DOID:10286 ! prostate carcinoma
DOID:7142	DOID:3284 ! thymic carcinoma
DOID:7144	DOID:2600 ! laryngeal carcinoma
DOID:7146	DOID:5621 ! histiocytic and dendritic cell cancer
DOID:7147	DOID:3342 ! bone inflammation disease
DOID:7148	DOID:848 ! arthritis
DOID:715	DOID:10747 ! lymphoid leukemia
DOID:7152	DOID:4054 ! prostate sarcoma
DOID:7160	DOID:5143 ! large bowel leiomyoma
DOID:7165	DOID:7166 ! thyroiditis
DOID:7166	DOID:50 ! thyroid gland disease
DOID:7168	DOID:3910 ! lung adenocarcinoma
DOID:7169	DOID:4556 ! lung large cell carcinoma
DOID:7173	DOID:5525 ! anal squamous cell carcinoma
DOID:7174	DOID:5525 ! anal squamous cell carcinoma
DOID:7175	DOID:5525 ! anal squamous cell carcinoma
DOID:7177	DOID:0050688 ! anal canal cancer
DOID:7179	DOID:3829 ! pituitary adenoma
DOID:718	DOID:0060050 ! autoimmune disease of blood
DOID:7181	DOID:3165 ! skin benign neoplasm
DOID:7187	DOID:7166 ! thyroiditis
DOID:7188	DOID:0060005 ! autoimmune disease of endocrine system
DOID:7191	DOID:3269 ! ovarian cystadenoma
DOID:7192	DOID:4455 ! hereditary renal cell carcinoma
DOID:7198	DOID:1357 ! maxillary sinus cancer
DOID:720	DOID:2355 ! anemia
DOID:7202	DOID:5563 ! malignant teratoma
DOID:7206	DOID:1909 ! melanoma
DOID:7207	DOID:6658 ! pulmonary large cell neuroendocrine carcinoma
DOID:7210	DOID:3565 ! meningioma
DOID:7211	DOID:3565 ! meningioma
DOID:7212	DOID:3565 ! meningioma
DOID:7213	DOID:3565 ! meningioma
DOID:7214	DOID:3275 ! thymoma
DOID:7221	DOID:3500 ! gallbladder adenocarcinoma
DOID:7222	DOID:3500 ! gallbladder adenocarcinoma
DOID:7223	DOID:1618 ! breast fibroadenoma
DOID:7224	DOID:5612 ! spinal cancer
DOID:7230	DOID:6354 ! CLL/SLL
DOID:7231	DOID:6052 ! central nervous system childhood germ cell tumor
DOID:7232	DOID:4439 ! central nervous system germ cell tumor
DOID:7233	DOID:5349 ! central nervous system adult germ cell tumor
DOID:7234	DOID:4073 ! pancreatic cystadenocarcinoma
DOID:7235	DOID:3918 ! pancreatic cystadenoma
DOID:7236	DOID:7234 ! pancreatic colloid cystadenocarcinoma
DOID:7237	DOID:7234 ! pancreatic colloid cystadenocarcinoma
DOID:724	DOID:365 ! bladder disease
DOID:7241	DOID:7242 ! uterine corpus cellular leiomyoma
DOID:7242	DOID:0060095 ! uterine benign neoplasm
DOID:7244	DOID:5958 ! bladder urachal carcinoma
DOID:7246	DOID:2526 ! prostate adenocarcinoma
DOID:7263	DOID:6025 ! selective immunoglobulin deficiency disease
DOID:7266	DOID:1963 ! fallopian tube carcinoma
DOID:7267	DOID:3910 ! lung adenocarcinoma
DOID:7269	DOID:5842 ! testis seminoma
DOID:727	DOID:229 ! female reproductive system disease
DOID:728	DOID:11343 ! scleral disease
DOID:7280	DOID:5337 ! epulis
DOID:7281	DOID:4114 ! uterine body mixed cancer
DOID:7281	DOID:4422 ! malignant adenofibroma
DOID:7284	DOID:14059 ! paraurethral gland cancer
DOID:7289	DOID:2870 ! endometrial adenocarcinoma
DOID:7293	DOID:2870 ! endometrial adenocarcinoma
DOID:7297	DOID:3357 ! extraosseous osteosarcoma
DOID:730	DOID:731 ! urinary system benign neoplasm
DOID:7302	DOID:5344 ! testicular yolk sac tumor
DOID:7305	DOID:3069 ! astrocytoma
DOID:731	DOID:0060085 ! organ system benign neoplasm
DOID:7312	DOID:5998 ! microglandular adenosis
DOID:7315	DOID:4007 ! bladder carcinoma
DOID:7319	DOID:870 ! neuropathy
DOID:732	DOID:18 ! urinary system disease
DOID:7320	DOID:5474 ! ovarian serous adenofibroma
DOID:7326	DOID:7327 ! pseudosarcomatous fibromatosis
DOID:7327	DOID:9598 ! fasciitis
DOID:7328	DOID:6037 ! spindle cell intraocular melanoma
DOID:7328	DOID:6994 ! malignant iris melanoma
DOID:7332	DOID:404 ! gastrointestinal tuberculosis
DOID:7333	DOID:0050623 ! bladder benign neoplasm
DOID:7334	DOID:3116 ! kidney benign neoplasm
DOID:734	DOID:3996 ! urinary system cancer
DOID:7340	DOID:5511 ! dysgerminoma of ovary
DOID:7340	DOID:6084 ! pediatric ovarian germ cell tumor
DOID:7347	DOID:1100 ! ovarian disease
DOID:7350	DOID:533 ! thymus gland disease
DOID:7356	DOID:1993 ! rectum cancer
DOID:736	DOID:734 ! urethra cancer
DOID:7360	DOID:5344 ! testicular yolk sac tumor
DOID:7363	DOID:2101 ! vulva squamous cell carcinoma
DOID:7365	DOID:37 ! skin disease
DOID:7371	DOID:4007 ! bladder carcinoma
DOID:7378	DOID:53 ! pituitary gland disease
DOID:7379	DOID:5719 ! adrenal medulla cancer
DOID:738	DOID:734 ! urethra cancer
DOID:7380	DOID:3178 ! skin papilloma
DOID:7381	DOID:7474 ! malignant pleural mesothelioma
DOID:7388	DOID:175 ! vascular cancer
DOID:7389	DOID:175 ! vascular cancer
DOID:7390	DOID:175 ! vascular cancer
DOID:7398	DOID:368 ! cerebrum cancer
DOID:74	DOID:7 ! disease of anatomical entity
DOID:7400	DOID:0050737 ! autosomal recessive disease
DOID:7401	DOID:219 ! colon cancer
DOID:7402	DOID:4148 ! gastrointestinal neuroendocrine benign tumor
DOID:7408	DOID:2101 ! vulva squamous cell carcinoma
DOID:7409	DOID:2101 ! vulva squamous cell carcinoma
DOID:7411	DOID:5480 ! ovarian endometrioid adenofibroma
DOID:7426	DOID:7427 ! anthrax disease
DOID:7427	DOID:0050338 ! primary bacterial infectious disease
DOID:7428	DOID:1660 ! malignant pineal area germ cell neoplasm
DOID:7429	DOID:2127 ! brain germinoma
DOID:743	DOID:0060220 ! physical urticaria
DOID:7430	DOID:6052 ! central nervous system childhood germ cell tumor
DOID:7435	DOID:5344 ! testicular yolk sac tumor
DOID:7436	DOID:2870 ! endometrial adenocarcinoma
DOID:7437	DOID:9460 ! uterine corpus cancer
DOID:7438	DOID:3605 ! ovarian cystadenocarcinoma
DOID:7439	DOID:5100 ! middle ear disease
DOID:7441	DOID:5221 ! chronic polyneuropathy
DOID:7442	DOID:6536 ! plasma cell neoplasm
DOID:7444	DOID:2615 ! papilloma
DOID:745	DOID:0060087 ! male reproductive organ benign neoplasm
DOID:7455	DOID:2277 ! gonadal disease
DOID:7457	DOID:883 ! parasitic helminthiasis infectious disease
DOID:7459	DOID:5514 ! breast squamous cell carcinoma
DOID:746	DOID:2645 ! benign mesothelioma
DOID:7460	DOID:5514 ! breast squamous cell carcinoma
DOID:7461	DOID:5514 ! breast squamous cell carcinoma
DOID:7463	DOID:3250 ! pleomorphic rhabdomyosarcoma
DOID:7465	DOID:2916 ! hypersensitivity reaction type IV disease
DOID:7474	DOID:5158 ! pleural cancer
DOID:7475	DOID:5295 ! intestinal disease
DOID:7479	DOID:10021 ! duodenum cancer
DOID:7480	DOID:4556 ! lung large cell carcinoma
DOID:7482	DOID:3565 ! meningioma
DOID:7483	DOID:3744 ! cervical squamous cell carcinoma
DOID:7488	DOID:738 ! female urethral cancer
DOID:7489	DOID:3342 ! bone inflammation disease
DOID:749	DOID:750 ! peptic ulcer disease
DOID:7491	DOID:2096 ! vulvar sarcoma
DOID:7491	DOID:7492 ! central epithelioid sarcoma
DOID:7492	DOID:6193 ! epithelioid sarcoma
DOID:7497	DOID:0060108 ! brain glioma
DOID:75	DOID:2914 ! immune system disease
DOID:750	DOID:77 ! gastrointestinal system disease
DOID:7501	DOID:4706 ! infratentorial cancer
DOID:7502	DOID:1659 ! supratentorial cancer
DOID:7503	DOID:5438 ! extrahepatic bile duct adenoma
DOID:7505	DOID:4610 ! intestinal benign neoplasm
DOID:7506	DOID:10154 ! small intestine cancer
DOID:7511	DOID:1634 ! breast papillomatosis
DOID:7512	DOID:2615 ! papilloma
DOID:7514	DOID:5727 ! uterine ligament cancer
DOID:7515	DOID:1140 ! spinal canal and spinal cord meningioma
DOID:7516	DOID:6052 ! central nervous system childhood germ cell tumor
DOID:7518	DOID:229 ! female reproductive system disease
DOID:7519	DOID:2893 ! cervix carcinoma
DOID:752	DOID:750 ! peptic ulcer disease
DOID:7520	DOID:7521 ! breast myoepitheliosis
DOID:7521	DOID:3004 ! breast myoepithelial neoplasm
DOID:7522	DOID:4207 ! childhood infratentorial neoplasm
DOID:7522	DOID:4794 ! ependymoblastoma
DOID:7527	DOID:7528 ! acute endometritis
DOID:7528	DOID:1002 ! endometritis
DOID:7531	DOID:3447 ! anus adenocarcinoma
DOID:7532	DOID:0050624 ! gastrointestinal system benign neoplasm
DOID:7533	DOID:3003 ! nipple neoplasm
DOID:7537	DOID:4922 ! breast secretory carcinoma
DOID:7538	DOID:1625 ! breast adenoma
DOID:7539	DOID:1625 ! breast adenoma
DOID:754	DOID:2149 ! urogenital tuberculosis
DOID:7540	DOID:1625 ! breast adenoma
DOID:7541	DOID:4680 ! breast metaplastic carcinoma
DOID:7542	DOID:3376 ! bone osteosarcoma
DOID:7549	DOID:5876 ! apocrine sweat gland neoplasm
DOID:7551	DOID:0050338 ! primary bacterial infectious disease
DOID:7553	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7558	DOID:683 ! motor neuritis
DOID:7559	DOID:683 ! motor neuritis
DOID:7565	DOID:1294 ! vulva carcinoma
DOID:7566	DOID:4921 ! eccrine sweat gland cancer
DOID:7567	DOID:1294 ! vulva carcinoma
DOID:7571	DOID:263 ! kidney cancer
DOID:7574	DOID:4074 ! pancreatic adenocarcinoma
DOID:7574	DOID:7575 ! pancreatic intraductal papillary-mucinous neoplasm
DOID:7575	DOID:1795 ! tumor of exocrine pancreas
DOID:7577	DOID:4074 ! pancreatic adenocarcinoma
DOID:7578	DOID:3459 ! breast carcinoma
DOID:758	DOID:0050545 ! visceral heterotaxy
DOID:7583	DOID:7031 ! glottis squamous cell carcinoma
DOID:7584	DOID:7585 ! subglottis squamous cell carcinoma
DOID:7585	DOID:7764 ! subglottis carcinoma
DOID:7586	DOID:7587 ! supraglottis squamous cell carcinoma
DOID:7587	DOID:7763 ! carcinoma of supraglottis
DOID:7591	DOID:5550 ! choriocarcinoma of ovary
DOID:7596	DOID:3905 ! lung carcinoma
DOID:7598	DOID:3744 ! cervical squamous cell carcinoma
DOID:7599	DOID:3284 ! thymic carcinoma
DOID:76	DOID:77 ! gastrointestinal system disease
DOID:7600	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7602	DOID:3378 ! conventional central osteosarcoma
DOID:7603	DOID:3378 ! conventional central osteosarcoma
DOID:7607	DOID:7608 ! parathyroid adenoma
DOID:7608	DOID:0060089 ! endocrine organ benign neoplasm
DOID:7609	DOID:7608 ! parathyroid adenoma
DOID:7610	DOID:7608 ! parathyroid adenoma
DOID:7611	DOID:7608 ! parathyroid adenoma
DOID:7612	DOID:7602 ! intracortical osteogenic sarcoma
DOID:7613	DOID:7614 ! meninges sarcoma
DOID:7614	DOID:3565 ! meningioma
DOID:7615	DOID:1115 ! sarcoma
DOID:7631	DOID:4794 ! ependymoblastoma
DOID:7632	DOID:3856 ! male reproductive organ cancer
DOID:7633	DOID:5679 ! retinal disease
DOID:7634	DOID:3565 ! meningioma
DOID:7635	DOID:3565 ! meningioma
DOID:7639	DOID:5274 ! malignant dermis tumor
DOID:7642	DOID:4928 ! intrahepatic cholangiocarcinoma
DOID:7643	DOID:3151 ! skin squamous cell carcinoma
DOID:7646	DOID:1140 ! spinal canal and spinal cord meningioma
DOID:7650	DOID:6179 ! ovarian small cell carcinoma
DOID:7651	DOID:6179 ! ovarian small cell carcinoma
DOID:7656	DOID:3076 ! adult astrocytic tumour
DOID:7664	DOID:2870 ! endometrial adenocarcinoma
DOID:7665	DOID:5351 ! ovarian primitive germ cell tumor
DOID:7665	DOID:5550 ! choriocarcinoma of ovary
DOID:767	DOID:423 ! myopathy
DOID:7675	DOID:4757 ! sex cord-stromal neoplasm
DOID:7676	DOID:4757 ! sex cord-stromal neoplasm
DOID:7678	DOID:6947 ! sphenoidal sinus neoplasm
DOID:7679	DOID:6947 ! sphenoidal sinus neoplasm
DOID:768	DOID:771 ! retinal cell cancer
DOID:7684	DOID:1357 ! maxillary sinus cancer
DOID:7685	DOID:7574 ! pancreatic intraductal papillary-colloid carcinoma
DOID:7689	DOID:6086 ! malignant leptomeningeal tumor
DOID:769	DOID:2621 ! autonomic nervous system neoplasm
DOID:7693	DOID:3627 ! aortic aneurysm
DOID:7694	DOID:5958 ! bladder urachal carcinoma
DOID:7696	DOID:1324 ! lung cancer
DOID:7697	DOID:1799 ! islet cell tumor
DOID:7698	DOID:1799 ! islet cell tumor
DOID:77	DOID:7 ! disease of anatomical entity
DOID:7707	DOID:1996 ! rectum adenocarcinoma
DOID:7708	DOID:4284 ! anal margin carcinoma
DOID:771	DOID:4645 ! retinal cancer
DOID:7713	DOID:3643 ! sella turcica neoplasm
DOID:7716	DOID:3498 ! pancreatic ductal adenocarcinoma
DOID:7717	DOID:3498 ! pancreatic ductal adenocarcinoma
DOID:7718	DOID:3498 ! pancreatic ductal adenocarcinoma
DOID:7725	DOID:0050705 ! adolescence-adult electroclinical syndrome
DOID:7729	DOID:4073 ! pancreatic cystadenocarcinoma
DOID:7731	DOID:264 ! hemangiopericytoma
DOID:7732	DOID:5940 ! malignant peripheral nerve sheath tumor
DOID:7733	DOID:4928 ! intrahepatic cholangiocarcinoma
DOID:7735	DOID:3918 ! pancreatic cystadenoma
DOID:7736	DOID:2462 ! retinal vascular disease
DOID:774	DOID:4645 ! retinal cancer
DOID:7747	DOID:4656 ! extraocular retinoblastoma
DOID:775	DOID:6903 ! eye lymphoma
DOID:7750	DOID:7497 ! brain ependymoma
DOID:7752	DOID:5468 ! biliary papillomatosis
DOID:7756	DOID:7757 ! childhood leukemia
DOID:7757	DOID:1240 ! leukemia
DOID:7762	DOID:3116 ! kidney benign neoplasm
DOID:7763	DOID:13476 ! supraglottis cancer
DOID:7764	DOID:11472 ! subglottis cancer
DOID:7765	DOID:7736 ! retinal telangiectasia
DOID:778	DOID:2468 ! psychotic disorder
DOID:7787	DOID:3017 ! breast sarcoma
DOID:7788	DOID:5503 ! spinal cord ependymoma
DOID:780	DOID:345 ! uterine disease
DOID:7806	DOID:3185 ! spinal cord glioma
DOID:7807	DOID:6438 ! malignant choroid melanoma
DOID:7807	DOID:7808 ! necrotic uveal melanoma
DOID:7808	DOID:6039 ! uveal melanoma
DOID:7817	DOID:5076 ! mixed glioma
DOID:7818	DOID:4437 ! skull base meningioma
DOID:7819	DOID:4437 ! skull base meningioma
DOID:782	DOID:557 ! kidney disease
DOID:7820	DOID:4437 ! skull base meningioma
DOID:7824	DOID:1140 ! spinal canal and spinal cord meningioma
DOID:7825	DOID:5221 ! chronic polyneuropathy
DOID:7826	DOID:5058 ! rhabdoid meningioma
DOID:7827	DOID:184 ! bone cancer
DOID:783	DOID:784 ! chronic kidney disease
DOID:7839	DOID:3003 ! nipple neoplasm
DOID:784	DOID:1074 ! kidney failure
DOID:7840	DOID:4433 ! pancreatic delta cell neoplasm
DOID:7840	DOID:7698 ! non-functioning pancreatic endocrine tumor
DOID:7841	DOID:4794 ! ependymoblastoma
DOID:7843	DOID:3459 ! breast carcinoma
DOID:7848	DOID:5621 ! histiocytic and dendritic cell cancer
